SAMPLE ID,IGSN,SOURCE,DOI,TITLE,JOURNAL,AUTHOR,EXPEDITION ID,LATITUDE,LONGITUDE,LOC PREC,MIN ELEVATION,MAX ELEVATION,MIN AGE,AGE,MAX AGE,METHOD,ANALYZED MATERIAL,ROCK TYPE,ROCK NAME,MINERAL,SIO2,TIO2,AL2O3,CR2O3,FE2O3,FE2O3T,FEO,FEOT,NIO,MNO,MGO,CAO,NA2O,K2O,P2O5,LOI,H2O
ALV1406-002-B7,,EARTHCHEMDB,,SMITHSONIAN VOLCANIC GLASS FILE,,"MELSON, W G; O'HEARN, T",ALV1406,42.28,-127.12,0.01,-3100,-3100,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.02,1.21,15.19,,,,,9.14,,,8.23,12.8,2.52,0.08,0.12,,
KAK83NP-2-010-001,,EARTHCHEMDB,10.1029/JB092iB10p10467,"GEOCHEMISTRY, MINERALOGY, AND PETROGENESIS OF BASALT FROM THE GORDA RIDGE",J GEOPHYS RES,"DAVIS, A S; CLAGUE, D A",KAK83NP,42.3645,-127.071,0.0001,-3230,-3230,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.8,1.56,14.2,,,,,10.5,,0.18,7.53,11.7,2.53,0.1,0.12,,
KAK83NP-2-010-001,,EARTHCHEMDB,,"PRELIMINARY GEOLOGICAL, GEOPHYSICAL, AND BIOLOGICAL DATA FROM THE GORDA RIDGE",US GEOL SURV OPEN FILE REP,"CLAGUE, D A; FRIESEN, W B; QUINTERNO, P; HOLMES, M; MORTON, J L; BOUSE, R; MORGENSON, L; DAVIS, A",KAK83NP,42.3645,-127.071,0.0001,-3230,-3230,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.6,1.64,14.5,,,,,10.6,,0.22,7.12,12.2,2.57,0.11,0.16,,
KAK83NP-2-010-001,,EARTHCHEMDB,,"GEOLOGY, PETROLOGY AND MINERAL POTENTIAL OF THE GORDA RIDGE",CIRCUM-PAC COUNCIL ENERGY MIN RES,"CLAGUE, D A; HOLMES, M",KAK83NP,42.3645,-127.071,0.0001,-3230,-3230,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.6,1.64,14.5,,,,,10.6,,0.22,7.12,12.2,2.57,0.11,0.16,,
KAK83NP-2-007-014,,EARTHCHEMDB,10.1029/JB092iB10p10467,"GEOCHEMISTRY, MINERALOGY, AND PETROGENESIS OF BASALT FROM THE GORDA RIDGE",J GEOPHYS RES,"DAVIS, A S; CLAGUE, D A",KAK83NP,42.4758,-126.881,0.0001,-3658,-3658,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.1,1.69,15.8,,,,,9.66,,0.18,7.76,11,2.77,0.21,0.17,,
KAK83NP-2-007-008,,EARTHCHEMDB,10.1029/JB092iB10p10467,"GEOCHEMISTRY, MINERALOGY, AND PETROGENESIS OF BASALT FROM THE GORDA RIDGE",J GEOPHYS RES,"DAVIS, A S; CLAGUE, D A",KAK83NP,42.4758,-126.881,0.0001,-3658,-3658,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.5,1.73,15.2,,,,,9.7,,0.17,7.64,11.2,2.28,0.21,0.18,,
KAK83NP-2-007-008,,EARTHCHEMDB,,"PRELIMINARY GEOLOGICAL, GEOPHYSICAL, AND BIOLOGICAL DATA FROM THE GORDA RIDGE",US GEOL SURV OPEN FILE REP,"CLAGUE, D A; FRIESEN, W B; QUINTERNO, P; HOLMES, M; MORTON, J L; BOUSE, R; MORGENSON, L; DAVIS, A",KAK83NP,42.4758,-126.881,0.0001,-3658,-3658,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.1,1.43,15.3,,,,,9.37,,0.19,7.4,11.9,2.71,0.17,0.18,,
KAK83NP-2-007-008,,EARTHCHEMDB,,"GEOLOGY, PETROLOGY AND MINERAL POTENTIAL OF THE GORDA RIDGE",CIRCUM-PAC COUNCIL ENERGY MIN RES,"CLAGUE, D A; HOLMES, M",KAK83NP,42.4758,-126.881,0.0001,-3658,-3658,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.1,1.43,15.3,,,,,9.37,,0.19,7.4,11.9,2.71,0.17,0.18,,
KAK83NP-2-007-012,,EARTHCHEMDB,,"GEOLOGY, PETROLOGY AND MINERAL POTENTIAL OF THE GORDA RIDGE",CIRCUM-PAC COUNCIL ENERGY MIN RES,"CLAGUE, D A; HOLMES, M",KAK83NP,42.4758,-126.881,0.0001,-3658,-3658,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.9,1.43,15.6,,,,,9.78,,0.21,7.89,12,2.65,0.09,0.16,,
KAK83NP-2-007-012,,EARTHCHEMDB,10.1029/JB092iB10p10467,"GEOCHEMISTRY, MINERALOGY, AND PETROGENESIS OF BASALT FROM THE GORDA RIDGE",J GEOPHYS RES,"DAVIS, A S; CLAGUE, D A",KAK83NP,42.4758,-126.881,0.0001,-3658,-3658,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.2,1.39,15.5,,,,,9.7,,0.17,8.05,11.8,2.62,0.07,0.12,,
KAK83NP-2-007-012,,EARTHCHEMDB,,"PRELIMINARY GEOLOGICAL, GEOPHYSICAL, AND BIOLOGICAL DATA FROM THE GORDA RIDGE",US GEOL SURV OPEN FILE REP,"CLAGUE, D A; FRIESEN, W B; QUINTERNO, P; HOLMES, M; MORTON, J L; BOUSE, R; MORGENSON, L; DAVIS, A",KAK83NP,42.4758,-126.881,0.0001,-3658,-3658,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,49.9,1.43,15.6,,,,,9.78,,0.21,7.89,12,2.65,0.09,0.16,,
KAK83NP-2-007-004,,EARTHCHEMDB,10.1029/JB092iB10p10467,"GEOCHEMISTRY, MINERALOGY, AND PETROGENESIS OF BASALT FROM THE GORDA RIDGE",J GEOPHYS RES,"DAVIS, A S; CLAGUE, D A",KAK83NP,42.4758,-126.881,0.0001,-3658,-3658,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50,1.67,15.5,,,,,9.47,,0.15,7.81,10.7,2.81,0.2,0.18,,
KAK83NP-2-007-004,,EARTHCHEMDB,,"PRELIMINARY GEOLOGICAL, GEOPHYSICAL, AND BIOLOGICAL DATA FROM THE GORDA RIDGE",US GEOL SURV OPEN FILE REP,"CLAGUE, D A; FRIESEN, W B; QUINTERNO, P; HOLMES, M; MORTON, J L; BOUSE, R; MORGENSON, L; DAVIS, A",KAK83NP,42.4758,-126.881,0.0001,-3658,-3658,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.1,1.73,15.6,,,,,9.7,,0.2,7.57,11.7,2.76,0.22,0.21,,
KAK83NP-2-007-004,,EARTHCHEMDB,,"GEOLOGY, PETROLOGY AND MINERAL POTENTIAL OF THE GORDA RIDGE",CIRCUM-PAC COUNCIL ENERGY MIN RES,"CLAGUE, D A; HOLMES, M",KAK83NP,42.4758,-126.881,0.0001,-3658,-3658,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.1,1.73,15.6,,,,,9.7,,0.2,7.57,11.7,2.76,0.22,0.21,,
KAK83NP-2-007-018,,EARTHCHEMDB,10.1029/JB092iB10p10467,"GEOCHEMISTRY, MINERALOGY, AND PETROGENESIS OF BASALT FROM THE GORDA RIDGE",J GEOPHYS RES,"DAVIS, A S; CLAGUE, D A",KAK83NP,42.4758,-126.881,0.0001,-3658,-3658,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.5,1.6,15.3,,,,,9.57,,0.18,7.69,11.5,2.46,0.18,0.15,,
"WFL2002-455-R9-1-4,7-19",,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2002,42.491,-126.89,1.00E-06,-3770,-3770,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.11,1.48,15.31,,,,,9.86,,0.19,7.64,12.03,2.43,0.08,0.14,,
WFL2002-455-R11,,EARTHCHEMDB,10.1029/2007gc001775,GEOCHEMISTRY OF BASALT FROM THE NORTH GORDA SEGMENT OF THE GORDA RIDGE:  EVOLUTION TOWARD ULTRASLOW SPREADING RIDGE LAVAS DUE TO DECREASING MAGMA SUPPLY,GEOCHEM GEOPHYS GEOSYST,"DAVIS, A S; CLAGUE, D A; COUSENS, B L; KEATEN, R; PADUAN, J B",WFL2002,42.491,-126.891,0.001,-3751,-3751,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.95,1.43,15.23,,,,,9.87,,0.17,7.67,12.19,2.27,0.08,0.12,,
WFL2002-455-R10,,EARTHCHEMDB,10.1029/2007gc001775,GEOCHEMISTRY OF BASALT FROM THE NORTH GORDA SEGMENT OF THE GORDA RIDGE:  EVOLUTION TOWARD ULTRASLOW SPREADING RIDGE LAVAS DUE TO DECREASING MAGMA SUPPLY,GEOCHEM GEOPHYS GEOSYST,"DAVIS, A S; CLAGUE, D A; COUSENS, B L; KEATEN, R; PADUAN, J B",WFL2002,42.491,-126.891,0.001,-3752,-3752,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.85,1.44,15.19,,,,,9.9,,0.17,7.45,12.17,2.37,0.07,0.11,,
WFL2002-455-R9,,EARTHCHEMDB,10.1029/2007gc001775,GEOCHEMISTRY OF BASALT FROM THE NORTH GORDA SEGMENT OF THE GORDA RIDGE:  EVOLUTION TOWARD ULTRASLOW SPREADING RIDGE LAVAS DUE TO DECREASING MAGMA SUPPLY,GEOCHEM GEOPHYS GEOSYST,"DAVIS, A S; CLAGUE, D A; COUSENS, B L; KEATEN, R; PADUAN, J B",WFL2002,42.491,-126.89,1.00E-06,-3770,-3770,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.04,1.52,15.2,,,,,10.07,,0.19,7.63,11.9,2.35,0.08,0.11,,
WFL2002-455-PC58-0-8-L4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2002,42.4914,-126.89,1.00E-06,-3757.3,-3757.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.51,1.26,15.05,,,,,9.59,,0.17,7.49,12.46,2.56,0.12,0.11,,
WFL2002-455-PC58-0-8-L1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2002,42.4914,-126.89,1.00E-06,-3757.3,-3757.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.68,1.33,16.16,,,,,8.96,,0.16,8.22,12.1,2.46,0.13,0.14,,
WFL2002-455-PC58-8-16-L4,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2002,42.4914,-126.89,1.00E-06,-3757.3,-3757.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.53,1.26,16.18,,,,,8.81,,0.17,8.11,12.08,2.53,0.13,0.1,,
WFL2002-455-PC58-16-23.5-L1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2002,42.4914,-126.89,1.00E-06,-3757.3,-3757.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.64,1.48,15.76,,,,,9.71,,0.11,7.69,11.51,2.7,0.14,0.16,,
WFL2002-455-PC58-8-16-L6,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2002,42.4914,-126.89,1.00E-06,-3757.3,-3757.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.47,1.31,16.67,,,,,9.27,,0.18,7.57,12.47,2.7,0.14,0.14,,
WFL2002-455-PC58-8-16-L1,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2002,42.4914,-126.89,1.00E-06,-3757.3,-3757.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.47,1.44,15.01,,,,,9.71,,0.19,7.48,12.43,2.56,0.11,0.16,,
WFL2002-455-PC58-8-16-L2,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2002,42.4914,-126.89,1.00E-06,-3757.3,-3757.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.42,1.3,15.07,,,,,9.62,,0.19,7.61,12.48,2.61,0.1,0.1,,
WFL2002-455-PC58-16-23.5-L3,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2002,42.4914,-126.89,1.00E-06,-3757.3,-3757.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.41,1.33,15.91,,,,,8.99,,0.16,8.04,12.07,2.36,0.15,0.13,,
WFL2002-455-PC58-16-23.5-L5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2002,42.4914,-126.89,1.00E-06,-3757.3,-3757.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,50.58,1.34,16.15,,,,,9.02,,0.13,8.22,12.14,2.42,0.11,0.15,,
WFL2002-455-PC58-0-8-L5,,EARTHCHEMDB,10.1016/j.jvolgeores.2008.08.007,WIDESPREAD STROMBOLIAN ERUPTIONS OF MID-OCEAN RIDGE BASALTS,J VOLCANOL GEOTHERM RES,"CLAGUE, D A; PADUAN, J B; DAVIS, A S",WFL2002,42.4914,-126.89,1.00E-06,-3757.3,-3757.3,,,,EMP,GLASS,IGNEOUS:VOLCANIC:MAFIC,BASALT,,51.4,1.22,15.02,,,,,9.66,,0.18,7.5,12.39,2.58,0.11,0.12,,
